"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"PTGI","Primus Telecommunications Group Inc.","10.7","149186633.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ptgi",
"PFG","Principal Financial Group Inc","34.81","10213332183.26","n/a","1992","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/pfg",
"PFG^B","Principal Financial Group Inc","26.9634","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfg^b",
"PVTD","PrivateBancorp, Inc.","26.46","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtd",
"PRA","ProAssurance Corporation","47.99","2971397405.88","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pra",
"PG","Procter & Gamble Company (The)","79.24","216456028568.08","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/pg",
"PGR","Progressive Corporation (The)","25.42","15333805500.1","n/a","1971","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pgr",
"BIN","Progressive Waste Solutions Ltd.","20.89","2405833470.17","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/bin",
"PLD","ProLogis, Inc.","40.26","18615459301.56","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pld",
"PLD^L/CL","ProLogis, Inc.","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^l/cl",
"PLD^M/CL","ProLogis, Inc.","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^m/cl",
"PLD^O/CL","ProLogis, Inc.","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^o/cl",
"PLD^P/CL","ProLogis, Inc.","25.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^p/cl",
"PLD^R/CL","ProLogis, Inc.","25.074","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^r/cl",
"PLD^S/CL","ProLogis, Inc.","25.072","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^s/cl",
"PRIS","Promotora De Informaciones SA","1.14","282527025.36","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/pris",
"PRIS/B","Promotora De Informaciones SA","1.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pris/b",
"PRO","PROS Holdings, Inc.","27.15","749975798.7","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/pro",
"PRY","Prospect Capital Corporation","26.14","7842000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pry",
"PB","Prosperity Bancshares, Inc.","46.59","2655764831.46","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/pb",
"PL","Protective Life Corporation","35.59","2792002436.89","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pl",
"PL^B","Protective Life Corporation","25.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^b",
"PL^C","Protective Life Corporation","26.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^c",
"PL^E","Protective Life Corporation","25.77","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^e",
"PLP","Protective Life Corporation","22.94","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/plp",
"PRLB","Proto Labs, Inc.","52.23","1312025747.88","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/prlb",
"PFS","Provident Financial Services, Inc","15.09","911673260.07","n/a","2003","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pfs",
"PBNY","Provident New York Bancorp","8.9","394704204.3","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbny",
"PFK","Prudential Financial, Inc.","27.12","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pfk",
"PHR","Prudential Financial, Inc.","25.47","0","n/a","1998","Finance","Life Insurance","http://www.nasdaq.com/symbol/phr",
"PJH","Prudential Financial, Inc.","25.61","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","25.27","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/prh",
"PRU","Prudential Financial, Inc.","57.86","26922230400.78","n/a","2001","Finance","Life Insurance","http://www.nasdaq.com/symbol/pru",
"GHY","Prudential Global Short Duration High Yield Fund, Inc.","19.19","785102623.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ghy",
"PUK","Prudential Public Limited Company","32.85","41852956048.65","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","25.5001","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","25.68","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^a",
"ISD","Prudential Short Duration High Yield Fund, Inc.","20.41","677823529.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/isd",
"PSB","PS Business Parks, Inc.","79.03","1911987331.52","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psb",
"PSB^R","PS Business Parks, Inc.","26.72","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^r",
"PSB^S","PS Business Parks, Inc.","26.51","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^s",
"PSB^T","PS Business Parks, Inc.","25.93","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^t",
"PSB^U","PS Business Parks, Inc.","25.13","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^u",
"PSB^V","PS Business Parks, Inc.","25.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^v",
"IIT","PT Indosat Tbk","32.83","3567920736.1","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iit",
"PEG","Public Service Enterprise Group Incorporated","34.95","17683362778.05","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/peg",
"PSA","Public Storage","157.09","26988058386.93","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa",
"PSA^O","Public Storage","27.03","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^o",
"PSA^P","Public Storage","26.79","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^p",
"PSA^Q","Public Storage","27.5","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^q",
"PSA^R","Public Storage","26.9199","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^r",
"PSA^S","Public Storage","26.34","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^s",
"PSA^T","Public Storage","25.87","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^t",
"PSA^U","Public Storage","25.87","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^u",
"PSA^V","Public Storage","25.46","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^v",
"PSA^W","Public Storage","25.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","25.16","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^x",
"PULS","Pulse Electronics Corporation","0.341","27100420.875","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/puls",
"PHA","PulteGroup, Inc.","25.57","0","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/pha",
"PHM","PulteGroup, Inc.","19.25","7458028597.25","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/phm",
"PBYI","Puma Biotechnology Inc","31.61","906469412.26","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"PCF","Putnam High Income Bond Fund","8.15","139908034.5","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/pcf",
"PMM","Putnam Managed Municipal Income Trust","7.95","458141367.75","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","5.23","343561963.52","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","12.6209","541231596.1004","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","5.53","785395236.15","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/ppt",
"PVH","PVH Corp.","109.41","8851655654.94","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pvh",
"PVR","PVR  Partners, L.P.","24.74","3173834358.1","n/a","2001","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/pvr",
"PZN","Pzena Investment Management Inc","6.02","66547584.32","n/a","1997","Finance","Investment Managers","http://www.nasdaq.com/symbol/pzn",
"QEP","QEP Resources, Inc.","31.35","5620119484.65","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"QIHU","Qihoo 360 Technology Co. Ltd.","29.93","3572230321.62","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/qihu",
"QRE","QR Energy, LP","18.21","1175956930.56","n/a","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qre",
"QUAD","Quad Graphics, Inc","23.2","1103461739.2","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","58.5","767738380.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kwr",
"NX","Quanex Building Products Corporation","16.55","613345317","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","28.11","5884366287.27","n/a","1980","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/pwr",
"QTM","Quantum Corporation","1.33","320480087.76","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"DGX","Quest Diagnostics Incorporated","57.3","9047825970.6","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/dgx",
"STR","Questar Corporation","25.12","4400240004.8","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/str",
"KWK","Quicksilver Resources Inc.","2.83","499593498.15","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kwk",
"ZQK","Quiksilver, Inc.","6.42","1074035742.54","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/zqk",
"CTQ","Qwest Corporation","26.75","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctq",
"CTU","Qwest Corporation","26.59","0","n/a","1983","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTW","Qwest Corporation","27.1","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTX","Qwest Corporation","26.5599","3328476362.7588","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"RAX","Rackspace Hosting, Inc","48.5","6693354777.5","n/a","2008","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rax",
"RDN","Radian Group Inc.","11.27","1948182915","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rdn",
"RSH","Radioshack Corporation","3.23","321745157.92","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/rsh",
"RAS","RAIT Financial Trust","8.13","568604956.17","n/a","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ras",
"RAS^A","RAIT Financial Trust","24.0399","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^a",
"RAS^B","RAIT Financial Trust","25.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^b",
"RAS^C","RAIT Financial Trust","25.317","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^c",
"RL","Ralph Lauren Corporation","172.6","15657625785.6","n/a","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"RPT","Ramco-Gershenson Properties Trust","16.39","969121032","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpt",
"RPT^D","Ramco-Gershenson Properties Trust","62","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpt^d",
"RRC","Range Resources Corporation","79.86","13022436145.62","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"RJD","Raymond James Financial, Inc.","27.34","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjd",
"RJF","Raymond James Financial, Inc.","46.37","6466596142.94","n/a","1983","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjf",
"RYN","Rayonier Inc.","59.01","7405297082.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","58.22","19000388100","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtn",
"RCS","RCM Strategic Global Government Fund, Inc.","11.31","459435396.81","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/rcs",
"RLD","RealD Inc","13.85","690078632.2","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rld",
"RLGY","Realogy Holdings Corp.","44.27","6435549068.91","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","46.8","9180983073.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/o",
"O^E","Realty Income Corporation","25.67","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/o^e",
"O^F","Realty Income Corporation","27.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/o^f",
"RHT","Red Hat, Inc.","49.52","9566985350.96","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","6.82","132809406.4","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rlh",
"RLH^A","Red Lion Hotels Corporation","26.026","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlh^a",
"RWT","Redwood Trust, Inc.","23.32","1905167067.32","n/a","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rwt",
"ENL","Reed Elsevier NV","33.41","11457495134.41","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/enl",
"RUK","Reed Elsevier PLC","46.44","14600712501.36","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/ruk",
"RBC","Regal Beloit Corporation","76.9","3458859492.3","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","17.27","2691251884.75","n/a","2002","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rgc",
"REG","Regency Centers Corporation","54.12","4907716713.24","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/reg",
"REG^F","Regency Centers Corporation","26.7899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^f",
"REG^G","Regency Centers Corporation","25.29","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^g",
"RGP","Regency Energy Partners LP","26.35","4504578217.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rgp",
"RM","Regional Management Corp.","20.27","253105956.29","n/a","1976","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","8.23","11632527303.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^a",
"RGS","Regis Corporation","18.07","1022771378.33","n/a","1991","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","59.66","4410671436.48","n/a","1993","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","27.41","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rza",
"RS","Reliance Steel & Aluminum Co.","69.56","5331604412.72","n/a","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/rs",
"RNR","RenaissanceRe Holdings Ltd.","90.7","4037065253.7","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.2701","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^c",
"RNR^D","RenaissanceRe Holdings Ltd.","25.416","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^d",
"SOL","Renesola Ltd.","1.5","129460248","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","2.85","1072352528.25","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RNF","Rentech Nitrogen Partners, L.P.","32.7","1270036379.1","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rnf",
"RSG","Republic Services, Inc.","33.36","12051495089.28","n/a","1998","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/rsg",
"RMD","ResMed Inc.","45.99","6599273883.3","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","10.85","671134442.65","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren           ",
"REN/WS","Resolute Energy Corporation","1.009","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ren/ws",
"RFP","Resolute Forest Products Inc.","15.68","1487241383.04","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/rfp",
"RSO","Resource Capital Corp.","6.23","674594511.29","n/a","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rso",
"RSO^A","Resource Capital Corp.","25.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^a",
"RSO^B","Resource Capital Corp.","24.78","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^b",
"RH","Restoration Hardware Holdings Inc.","34.93","1324790529.16","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"RPAI","Retail Properties of America, Inc.","14.69","3388153837.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","25.49","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"REV","Revlon, Inc.","21.71","1136666084.58","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","19.44","158577017.76","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"RXN","Rexnord Corporation","18.99","1843400888.1","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RAI","Reynolds American Inc","45.61","25045558045.92","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RNO","Rhino Resource Partners LP","13.8797","385240775.4103","n/a","2010","Energy","Coal Mining","http://www.nasdaq.com/symbol/rno",
"RIOM","Rio Alto Mining Limited","4.45","782691284.9","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/riom",
"RIO","Rio Tinto Plc","48.27","89836947158.22","n/a","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","20.1","2143418996.1","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","1.79","1617849281.06","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RLI","RLI Corp.","73.64","1566539964.36","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","23.02","2817900552.42","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RRTS","Roadrunner Transportation Systems, Inc","23.53","823763958.29","n/a","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","36.54","5099182979.94","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"RKT","Rock-Tenn Company","88.18","6334861605.24","n/a","1994","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/rkt",
"ROK","Rockwell Automation, Inc.","88.8","12414571135.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","63.69","8698146102.36","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"ROC","Rockwood Holdings, Inc.","61.19","4841626074.54","n/a","1989","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/roc",
"RCI","Rogers Communication, Inc.","51.6","20783868849.6","n/a","1993","Consumer Services","Television Services","http://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","46.33","790806816.33","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","23.33","3413016389.9","n/a","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/rol",
"ROP","Roper Industries, Inc.","124.39","12301101246","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rop",
"RRMS","Rose Rock Midstream, L.P.","39.4","661109069.2","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/rrms",
"RST","Rosetta Stone","15.98","341101505.48","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RNDY","Roundy&#39;s, Inc.","7","319182731","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/rndy",
"RSE","Rouse Properties, Inc.","18.6","923139520.2","n/a","1987","Finance","Real Estate","http://www.nasdaq.com/symbol/rse",
"RDC","Rowan Companies plc","33.93","4215011489.91","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","60.5","87503414212.5","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ry",
"RBS","Royal Bank Scotland plc (The)","8.73","26498889897.21","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^E","Royal Bank Scotland plc (The)","20.91","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^e",
"RBS^F","Royal Bank Scotland plc (The)","25.42","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^G","Royal Bank Scotland plc (The)","21.21","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rbs^g",
"RBS^H","Royal Bank Scotland plc (The)","25.16","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^I","Royal Bank Scotland plc (The)","21.5675","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^i",
"RBS^L","Royal Bank Scotland plc (The)","23.38","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^M","Royal Bank Scotland plc (The)","22.1299","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^m",
"RBS^N","Royal Bank Scotland plc (The)","22","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^n",
"RBS^P","Royal Bank Scotland plc (The)","21.91","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^p",
"RBS^Q","Royal Bank Scotland plc (The)","23.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^q",
"RBS^R","Royal Bank Scotland plc (The)","21.71","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^r",
"RBS^S","Royal Bank Scotland plc (The)","22.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RBS^T","Royal Bank Scotland plc (The)","24.67","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^t",
"RCL","Royal Caribbean Cruises Ltd.","33.19","7280912736.44","n/a","1993","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rcl",
"RDS/A","Royal Dutch Shell PLC","64.72","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds/a",
"RDS/B","Royal Dutch Shell PLC","66.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds/b",
"RMT","Royce Micro-Cap Trust, Inc.","10.46","300505109.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","14.85","1027189023.3","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","15.21","3355834090.05","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","30.9","4094474025","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/rpm",
"RTI","RTI International Metals, Inc.","31.63","964564377.94","n/a","1990","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/rti",
"RT","Ruby Tuesday, Inc.","8.16","503435810.4","n/a","1996","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rt",
"RKUS","Ruckus Wireless, Inc.","17.9","1330133677.6","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rkus",
"R","Ryder System, Inc.","61.47","3189611482.11","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/r",
"RYL","Ryland Group, Inc. (The)","39.99","1818021940.86","n/a","1971","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/ryl",
"RHP","Ryman Hospitality Properties, Inc.","45.1","2329252459.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rhp",
"SBR","Sabine Royalty Trust","50.47","735819542.15","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","5.01","384119004.6","n/a","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SFE","Safeguard Scientifics, Inc.","16.05","336680256.15","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/sfe",
"SWY","Safeway Inc.","25.92","6240134427.84","n/a","1990","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/swy",
"SAI","SAIC Inc","14.08","4814199371.52","n/a","1987","Technology","EDP Services","http://www.nasdaq.com/symbol/sai",
